Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
10/3/2015,5:21:3,Frodo Baggins,Hobbit,Lugdush,11,4,4,7,1,Honey-cake,Ent-draught,Point 002287,Gandalf the Grey,Human,59.08,2287
10/3/2015,15:21:46,Samwise "Sam" Gamgee,Hobbit,Grishnákh,2,1,4,4,9,Lembas,Limpë,Point 002288,Gandalf the Grey,Human,51.04,2288
10/3/2015,18:59:48,Gandalf the Grey,Human,Lurtz,13,7,4,7,0,Honey-cake,Ent-draught,Point 002289,Gandalf the Grey,Human,10.45,2289
10/3/2015,2:52:30,Legolas,Elf,Shagrat,9,10,4,8,3,Lembas,Limpë,Point 002290,Gandalf the Grey,Human,85.26,2290
10/3/2015,5:2:20,Gimli,Dwarf,Lugdush,11,0,4,5,3,Lembas,Miruvor,Point 002291,Gandalf the Grey,Human,0.43,2291
10/3/2015,17:5:34,Aragorn (Strider),Human,Lugdush,2,9,4,8,2,Cram,Miruvor,Point 002292,Gandalf the Grey,Human,34.19,2292
10/3/2015,5:28:15,Boromir, Human,Snaga,12,14,4,0,6,Cram,Limpë,Point 002293,Gandalf the Grey,Human,73.97,2293
10/3/2015,12:1:47,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,11,12,4,4,2,Petty-dwarf roots,Limpë,Point 002294,Gandalf the Grey,Human,41.84,2294
10/3/2015,10:9:6,Peregrin "Pippin" Took,Hobbit,Guritz,10,7,4,0,7,Petty-dwarf roots,Limpë,Point 002295,Gandalf the Grey,Human,4.85,2295
10/4/2015,12:9:22,Frodo Baggins,Hobbit,Mauhúr,12,14,4,4,1,Petty-dwarf roots,Ent-draught,Point 002296,Meriadoc "Merry" Brandybuck,Hobbit,29.06,2296
10/4/2015,4:1:1,Samwise "Sam" Gamgee,Hobbit,Murgash,1,2,4,0,4,Cram,Ent-draught,Point 002297,Meriadoc "Merry" Brandybuck,Hobbit,60.59,2297
10/4/2015,19:30:45,Gandalf the Grey,Human,Grishnákh,2,7,4,0,1,Cram,Miruvor,Point 002298,Meriadoc "Merry" Brandybuck,Hobbit,41.72,2298
10/4/2015,4:28:56,Legolas,Elf,Mauhúr,10,8,4,5,6,Lembas,Miruvor,Point 002299,Meriadoc "Merry" Brandybuck,Hobbit,37.54,2299
10/4/2015,12:58:10,Gimli,Dwarf,Mauhúr,0,9,4,6,4,Honey-cake,Limpë,Point 002300,Meriadoc "Merry" Brandybuck,Hobbit,15.93,2300
10/4/2015,3:4:13,Aragorn (Strider),Human,Grishnákh,7,0,4,0,6,Cram,Ent-draught,Point 002301,Meriadoc "Merry" Brandybuck,Hobbit,40.02,2301
10/4/2015,13:13:49,Boromir, Human,Murgash,1,9,4,3,2,Cram,Miruvor,Point 002302,Meriadoc "Merry" Brandybuck,Hobbit,93.98,2302
10/4/2015,16:28:32,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,6,13,4,1,0,Honey-cake,Limpë,Point 002303,Meriadoc "Merry" Brandybuck,Hobbit,60.16,2303
10/4/2015,8:27:25,Peregrin "Pippin" Took,Hobbit,Mauhúr,4,0,4,0,3,Lembas,Ent-draught,Point 002304,Meriadoc "Merry" Brandybuck,Hobbit,30.99,2304
10/5/2015,0:47:49,Frodo Baggins,Hobbit,Lugdush,14,4,2,6,8,Lembas,Limpë,Point 002305,Gimli,Dwarf,98.04,2305
10/5/2015,12:59:54,Samwise "Sam" Gamgee,Hobbit,Gothmog,0,0,2,7,7,Cram,Ent-draught,Point 002306,Gimli,Dwarf,31.89,2306
10/5/2015,17:15:20,Gandalf the Grey,Human,Guritz,6,0,2,5,8,Cram,Ent-draught,Point 002307,Gimli,Dwarf,39.76,2307
10/5/2015,13:10:46,Legolas,Elf,Snaga,10,12,2,1,8,Cram,Miruvor,Point 002308,Gimli,Dwarf,66.43,2308
10/5/2015,8:41:5,Gimli,Dwarf,Lurtz,5,13,2,7,2,Cram,Limpë,Point 002309,Gimli,Dwarf,90.13,2309
10/5/2015,3:50:53,Aragorn (Strider),Human,Lugdush,2,14,2,8,6,Lembas,Limpë,Point 002310,Gimli,Dwarf,36.94,2310
10/5/2015,7:16:26,Boromir, Human,Shagrat,13,3,2,4,6,Cram,Miruvor,Point 002311,Gimli,Dwarf,70.29,2311
10/5/2015,21:46:55,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,2,5,2,5,2,Lembas,Limpë,Point 002312,Gimli,Dwarf,52.09,2312
10/5/2015,0:45:28,Peregrin "Pippin" Took,Hobbit,Guritz,2,1,2,4,0,Cram,Miruvor,Point 002313,Gimli,Dwarf,32.76,2313
10/6/2015,8:57:17,Frodo Baggins,Hobbit,Lugdush,7,1,5,5,1,Honey-cake,Miruvor,Point 002314,Gimli,Dwarf,44.69,2314
10/6/2015,22:39:23,Samwise "Sam" Gamgee,Hobbit,Snaga,11,11,5,5,2,Petty-dwarf roots,Ent-draught,Point 002315,Gimli,Dwarf,23.32,2315
10/6/2015,5:38:9,Gandalf the Grey,Human,Lurtz,13,10,5,2,6,Honey-cake,Ent-draught,Point 002316,Gimli,Dwarf,50.11,2316
10/6/2015,4:14:31,Legolas,Elf,Snaga,8,5,5,7,7,Cram,Limpë,Point 002317,Gimli,Dwarf,81.26,2317
10/6/2015,20:58:30,Gimli,Dwarf,Snaga,10,12,5,7,7,Cram,Limpë,Point 002318,Gimli,Dwarf,81.59,2318
10/6/2015,11:10:1,Aragorn (Strider),Human,Gorbag,10,10,5,2,8,Lembas,Ent-draught,Point 002319,Gimli,Dwarf,56.77,2319
10/6/2015,3:7:9,Boromir, Human,Lurtz,7,4,5,4,1,Cram,Ent-draught,Point 002320,Gimli,Dwarf,18.2,2320
10/6/2015,16:33:6,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,8,2,5,5,6,Lembas,Miruvor,Point 002321,Gimli,Dwarf,45.28,2321
10/6/2015,5:43:19,Peregrin "Pippin" Took,Hobbit,Shagrat,14,0,5,0,7,Petty-dwarf roots,Ent-draught,Point 002322,Gimli,Dwarf,53.51,2322
10/7/2015,3:7:4,Frodo Baggins,Hobbit,Guritz,0,5,4,7,7,Cram,Limpë,Point 002323,Gandalf the Grey,Human,69.62,2323
10/7/2015,2:1:50,Samwise "Sam" Gamgee,Hobbit,Murgash,2,2,4,4,1,Cram,Limpë,Point 002324,Gandalf the Grey,Human,40.6,2324
10/7/2015,9:26:51,Gandalf the Grey,Human,Gorbag,4,6,4,1,2,Cram,Limpë,Point 002325,Gandalf the Grey,Human,42.8,2325
10/7/2015,22:30:38,Legolas,Elf,Lurtz,7,11,4,5,9,Cram,Ent-draught,Point 002326,Gandalf the Grey,Human,57.86,2326
10/7/2015,3:15:27,Gimli,Dwarf,Lugdush,0,0,4,2,7,Cram,Ent-draught,Point 002327,Gandalf the Grey,Human,47.2,2327
10/7/2015,9:49:58,Aragorn (Strider),Human,Lugdush,9,0,4,8,5,Cram,Miruvor,Point 002328,Gandalf the Grey,Human,31.12,2328
10/7/2015,17:46:56,Boromir, Human,Lugdush,14,8,4,6,6,Petty-dwarf roots,Ent-draught,Point 002329,Gandalf the Grey,Human,92.43,2329
10/7/2015,10:58:15,Meriadoc "Merry" Brandybuck,Hobbit,Gothmog,7,10,4,1,6,Petty-dwarf roots,Limpë,Point 002330,Gandalf the Grey,Human,1.91,2330
10/7/2015,15:59:37,Peregrin "Pippin" Took,Hobbit,Snaga,5,0,4,6,5,Petty-dwarf roots,Ent-draught,Point 002331,Gandalf the Grey,Human,47.81,2331
10/8/2015,2:33:13,Frodo Baggins,Hobbit,Grishnákh,5,0,1,4,1,Lembas,Miruvor,Point 002332,Aragorn (Strider),Human,93.2,2332
10/8/2015,4:50:13,Samwise "Sam" Gamgee,Hobbit,Lugdush,13,12,1,7,4,Lembas,Miruvor,Point 002333,Aragorn (Strider),Human,88.13,2333
10/8/2015,4:9:29,Gandalf the Grey,Human,Murgash,6,5,1,5,2,Cram,Miruvor,Point 002334,Aragorn (Strider),Human,18.7,2334
10/8/2015,16:19:12,Legolas,Elf,Guritz,11,10,1,3,5,Petty-dwarf roots,Ent-draught,Point 002335,Aragorn (Strider),Human,0.95,2335
10/8/2015,15:14:58,Gimli,Dwarf,Snaga,8,7,1,1,8,Cram,Limpë,Point 002336,Aragorn (Strider),Human,88.14,2336
10/8/2015,4:7:39,Aragorn (Strider),Human,Mauhúr,11,4,1,6,6,Petty-dwarf roots,Ent-draught,Point 002337,Aragorn (Strider),Human,40.83,2337
10/8/2015,7:18:21,Boromir, Human,Snaga,9,5,1,6,0,Honey-cake,Miruvor,Point 002338,Aragorn (Strider),Human,57.37,2338
10/8/2015,16:2:38,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,11,7,1,2,4,Cram,Limpë,Point 002339,Aragorn (Strider),Human,67.42,2339
10/8/2015,15:2:21,Peregrin "Pippin" Took,Hobbit,Gorbag,13,9,1,5,0,Lembas,Limpë,Point 002340,Aragorn (Strider),Human,70.13,2340
10/9/2015,12:19:35,Frodo Baggins,Hobbit,Shagrat,7,9,3,1,2,Lembas,Limpë,Point 002341,Frodo Baggins,Hobbit,72.29,2341
10/9/2015,8:0:4,Samwise "Sam" Gamgee,Hobbit,Snaga,6,2,3,8,1,Lembas,Limpë,Point 002342,Frodo Baggins,Hobbit,56.15,2342
10/9/2015,8:15:26,Gandalf the Grey,Human,Shagrat,2,1,3,5,7,Cram,Ent-draught,Point 002343,Frodo Baggins,Hobbit,37.99,2343
10/9/2015,7:47:33,Legolas,Elf,Snaga,10,9,3,7,9,Honey-cake,Ent-draught,Point 002344,Frodo Baggins,Hobbit,68.93,2344
10/9/2015,11:38:18,Gimli,Dwarf,Snaga,12,0,3,4,3,Honey-cake,Ent-draught,Point 002345,Frodo Baggins,Hobbit,47.37,2345
10/9/2015,2:34:50,Aragorn (Strider),Human,Lugdush,6,12,3,3,7,Petty-dwarf roots,Ent-draught,Point 002346,Frodo Baggins,Hobbit,80.71,2346
10/9/2015,8:35:22,Boromir, Human,Sharku,7,1,3,4,3,Cram,Miruvor,Point 002347,Frodo Baggins,Hobbit,57.2,2347
10/9/2015,2:1:39,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,6,9,3,2,3,Lembas,Miruvor,Point 002348,Frodo Baggins,Hobbit,0.9,2348
10/9/2015,5:59:42,Peregrin "Pippin" Took,Hobbit,Murgash,6,14,3,7,4,Lembas,Miruvor,Point 002349,Frodo Baggins,Hobbit,2.45,2349
10/10/2015,14:22:9,Frodo Baggins,Hobbit,Guritz,9,3,3,4,3,Petty-dwarf roots,Miruvor,Point 002350,Legolas,Elf,10.14,2350
10/10/2015,7:24:52,Samwise "Sam" Gamgee,Hobbit,Lugdush,5,10,3,7,3,Petty-dwarf roots,Limpë,Point 002351,Legolas,Elf,17.77,2351
10/10/2015,4:56:33,Gandalf the Grey,Human,Gorbag,1,1,3,0,5,Lembas,Limpë,Point 002352,Legolas,Elf,40.35,2352
10/10/2015,17:32:32,Legolas,Elf,Sharku,5,5,3,6,2,Petty-dwarf roots,Ent-draught,Point 002353,Legolas,Elf,37.55,2353
10/10/2015,18:11:37,Gimli,Dwarf,Lugdush,4,11,3,0,9,Cram,Miruvor,Point 002354,Legolas,Elf,18.5,2354
10/10/2015,9:37:16,Aragorn (Strider),Human,Shagrat,1,6,3,1,4,Lembas,Limpë,Point 002355,Legolas,Elf,45.26,2355
10/10/2015,17:38:36,Boromir, Human,Grishnákh,2,3,3,2,8,Lembas,Limpë,Point 002356,Legolas,Elf,69.52,2356
10/10/2015,14:42:55,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,0,13,3,1,0,Honey-cake,Miruvor,Point 002357,Legolas,Elf,79.25,2357
10/10/2015,19:1:30,Peregrin "Pippin" Took,Hobbit,Sharku,13,8,3,0,7,Lembas,Limpë,Point 002358,Legolas,Elf,87.1,2358
10/11/2015,10:53:17,Frodo Baggins,Hobbit,Lurtz,12,1,5,4,6,Petty-dwarf roots,Limpë,Point 002359,Gimli,Dwarf,23.25,2359
10/11/2015,8:30:24,Samwise "Sam" Gamgee,Hobbit,Gorbag,10,9,5,1,6,Honey-cake,Limpë,Point 002360,Gimli,Dwarf,48.5,2360
10/11/2015,10:53:54,Gandalf the Grey,Human,Gorbag,5,13,5,6,9,Lembas,Ent-draught,Point 002361,Gimli,Dwarf,0.72,2361
10/11/2015,15:56:47,Legolas,Elf,Mauhúr,1,1,5,4,1,Cram,Miruvor,Point 002362,Gimli,Dwarf,69.16,2362
10/11/2015,8:4:45,Gimli,Dwarf,Grishnákh,4,7,5,6,4,Honey-cake,Limpë,Point 002363,Gimli,Dwarf,37.82,2363
10/11/2015,8:0:20,Aragorn (Strider),Human,Snaga,9,4,5,0,1,Lembas,Limpë,Point 002364,Gimli,Dwarf,89.67,2364
10/11/2015,11:33:42,Boromir, Human,Gothmog,4,5,5,5,2,Cram,Ent-draught,Point 002365,Gimli,Dwarf,53.01,2365
10/11/2015,19:4:10,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,13,0,5,0,8,Honey-cake,Miruvor,Point 002366,Gimli,Dwarf,2.32,2366
10/11/2015,5:48:31,Peregrin "Pippin" Took,Hobbit,Gothmog,13,7,5,3,6,Petty-dwarf roots,Miruvor,Point 002367,Gimli,Dwarf,29.72,2367
10/12/2015,18:30:47,Frodo Baggins,Hobbit,Lurtz,2,0,5,3,1,Honey-cake,Ent-draught,Point 002368,Samwise "Sam" Gamgee,Hobbit,90.84,2368
10/12/2015,4:10:16,Samwise "Sam" Gamgee,Hobbit,Mauhúr,11,1,5,7,5,Petty-dwarf roots,Miruvor,Point 002369,Samwise "Sam" Gamgee,Hobbit,47.68,2369
10/12/2015,8:2:8,Gandalf the Grey,Human,Lurtz,14,12,5,2,1,Honey-cake,Limpë,Point 002370,Samwise "Sam" Gamgee,Hobbit,14.53,2370
10/12/2015,6:16:32,Legolas,Elf,Snaga,11,1,5,8,2,Honey-cake,Miruvor,Point 002371,Samwise "Sam" Gamgee,Hobbit,83.77,2371
10/12/2015,22:16:30,Gimli,Dwarf,Lugdush,3,13,5,6,6,Cram,Ent-draught,Point 002372,Samwise "Sam" Gamgee,Hobbit,17.73,2372
10/12/2015,1:58:26,Aragorn (Strider),Human,Snaga,0,11,5,2,6,Cram,Miruvor,Point 002373,Samwise "Sam" Gamgee,Hobbit,52.34,2373
10/12/2015,16:11:39,Boromir, Human,Lurtz,7,14,5,2,3,Cram,Miruvor,Point 002374,Samwise "Sam" Gamgee,Hobbit,83.26,2374
10/12/2015,0:33:51,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,14,1,5,5,6,Honey-cake,Miruvor,Point 002375,Samwise "Sam" Gamgee,Hobbit,94.77,2375
10/12/2015,18:4:56,Peregrin "Pippin" Took,Hobbit,Murgash,0,1,5,6,8,Cram,Ent-draught,Point 002376,Samwise "Sam" Gamgee,Hobbit,1.73,2376
10/13/2015,18:58:58,Frodo Baggins,Hobbit,Murgash,3,0,5,5,1,Lembas,Limpë,Point 002377,Aragorn (Strider),Human,1.1,2377
10/13/2015,17:27:21,Samwise "Sam" Gamgee,Hobbit,Guritz,12,2,5,8,1,Petty-dwarf roots,Limpë,Point 002378,Aragorn (Strider),Human,85.7,2378
10/13/2015,17:12:25,Gandalf the Grey,Human,Guritz,4,9,5,2,4,Lembas,Miruvor,Point 002379,Aragorn (Strider),Human,48.85,2379
10/13/2015,16:8:16,Legolas,Elf,Grishnákh,12,12,5,7,8,Honey-cake,Miruvor,Point 002380,Aragorn (Strider),Human,18.58,2380
10/13/2015,3:27:21,Gimli,Dwarf,Murgash,7,12,5,7,9,Lembas,Miruvor,Point 002381,Aragorn (Strider),Human,77.08,2381
10/13/2015,12:3:14,Aragorn (Strider),Human,Snaga,11,0,5,7,4,Lembas,Limpë,Point 002382,Aragorn (Strider),Human,86.54,2382
10/13/2015,20:10:17,Boromir, Human,Lurtz,7,14,5,0,4,Lembas,Miruvor,Point 002383,Aragorn (Strider),Human,83.31,2383
10/13/2015,8:53:56,Meriadoc "Merry" Brandybuck,Hobbit,Lugdush,12,1,5,0,7,Lembas,Ent-draught,Point 002384,Aragorn (Strider),Human,20.72,2384
10/13/2015,20:5:35,Peregrin "Pippin" Took,Hobbit,Guritz,14,4,5,6,6,Honey-cake,Miruvor,Point 002385,Aragorn (Strider),Human,78.87,2385
10/14/2015,6:17:32,Frodo Baggins,Hobbit,Shagrat,12,12,3,3,3,Honey-cake,Limpë,Point 002386,Meriadoc "Merry" Brandybuck,Hobbit,66.03,2386
10/14/2015,14:42:11,Samwise "Sam" Gamgee,Hobbit,Murgash,13,13,3,7,4,Lembas,Limpë,Point 002387,Meriadoc "Merry" Brandybuck,Hobbit,40.91,2387
10/14/2015,18:34:48,Gandalf the Grey,Human,Gothmog,10,13,3,8,0,Cram,Limpë,Point 002388,Meriadoc "Merry" Brandybuck,Hobbit,1.72,2388
10/14/2015,21:40:48,Legolas,Elf,Gothmog,4,11,3,3,4,Petty-dwarf roots,Ent-draught,Point 002389,Meriadoc "Merry" Brandybuck,Hobbit,22.32,2389
10/14/2015,18:29:10,Gimli,Dwarf,Grishnákh,2,9,3,0,0,Lembas,Ent-draught,Point 002390,Meriadoc "Merry" Brandybuck,Hobbit,50.81,2390
10/14/2015,14:7:48,Aragorn (Strider),Human,Lugdush,12,10,3,1,1,Lembas,Miruvor,Point 002391,Meriadoc "Merry" Brandybuck,Hobbit,64.55,2391
10/14/2015,14:58:54,Boromir, Human,Lurtz,3,4,3,6,1,Lembas,Ent-draught,Point 002392,Meriadoc "Merry" Brandybuck,Hobbit,7.7,2392
10/14/2015,22:20:32,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,13,12,3,4,7,Petty-dwarf roots,Ent-draught,Point 002393,Meriadoc "Merry" Brandybuck,Hobbit,20.61,2393
10/14/2015,18:44:1,Peregrin "Pippin" Took,Hobbit,Lurtz,0,12,3,3,7,Honey-cake,Ent-draught,Point 002394,Meriadoc "Merry" Brandybuck,Hobbit,30.06,2394
10/15/2015,15:18:52,Frodo Baggins,Hobbit,Shagrat,7,1,4,0,0,Cram,Miruvor,Point 002395,Boromir, Human,30.54,2395
10/15/2015,0:25:17,Samwise "Sam" Gamgee,Hobbit,Lugdush,14,6,4,0,3,Lembas,Miruvor,Point 002396,Boromir, Human,52.65,2396
10/15/2015,18:54:50,Gandalf the Grey,Human,Snaga,13,5,4,6,8,Honey-cake,Miruvor,Point 002397,Boromir, Human,10.59,2397
10/15/2015,10:44:28,Legolas,Elf,Mauhúr,7,6,4,0,5,Cram,Limpë,Point 002398,Boromir, Human,37.35,2398
10/15/2015,2:41:8,Gimli,Dwarf,Shagrat,3,7,4,8,8,Lembas,Limpë,Point 002399,Boromir, Human,46.7,2399
10/15/2015,20:8:15,Aragorn (Strider),Human,Snaga,4,5,4,5,4,Lembas,Limpë,Point 002400,Boromir, Human,97.08,2400
10/15/2015,1:14:47,Boromir, Human,Grishnákh,11,1,4,6,4,Cram,Ent-draught,Point 002401,Boromir, Human,92.68,2401
10/15/2015,15:7:9,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,11,11,4,3,3,Cram,Miruvor,Point 002402,Boromir, Human,24.57,2402
10/15/2015,10:57:19,Peregrin "Pippin" Took,Hobbit,Lugdush,6,1,4,4,8,Honey-cake,Ent-draught,Point 002403,Boromir, Human,60.18,2403
10/16/2015,13:28:19,Frodo Baggins,Hobbit,Lurtz,12,6,1,4,0,Honey-cake,Limpë,Point 002404,Gimli,Dwarf,87.05,2404
10/16/2015,20:42:38,Samwise "Sam" Gamgee,Hobbit,Sharku,3,9,1,4,1,Petty-dwarf roots,Limpë,Point 002405,Gimli,Dwarf,79.23,2405
10/16/2015,19:23:39,Gandalf the Grey,Human,Lugdush,5,3,1,5,2,Petty-dwarf roots,Limpë,Point 002406,Gimli,Dwarf,21.98,2406
10/16/2015,2:11:21,Legolas,Elf,Sharku,8,8,1,7,2,Lembas,Ent-draught,Point 002407,Gimli,Dwarf,45.5,2407
10/16/2015,15:31:7,Gimli,Dwarf,Gorbag,5,7,1,6,9,Petty-dwarf roots,Miruvor,Point 002408,Gimli,Dwarf,5.92,2408
10/16/2015,1:34:13,Aragorn (Strider),Human,Grishnákh,13,9,1,3,8,Cram,Limpë,Point 002409,Gimli,Dwarf,99.92,2409
10/16/2015,11:17:52,Boromir, Human,Shagrat,5,1,1,2,4,Petty-dwarf roots,Ent-draught,Point 002410,Gimli,Dwarf,5.65,2410
10/16/2015,0:53:27,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,12,3,1,5,2,Petty-dwarf roots,Miruvor,Point 002411,Gimli,Dwarf,99.76,2411
10/16/2015,8:6:52,Peregrin "Pippin" Took,Hobbit,Snaga,13,2,1,8,6,Lembas,Miruvor,Point 002412,Gimli,Dwarf,16.31,2412
10/17/2015,2:35:57,Frodo Baggins,Hobbit,Mauhúr,2,12,3,4,5,Petty-dwarf roots,Miruvor,Point 002413,Boromir, Human,27.74,2413
10/17/2015,22:9:11,Samwise "Sam" Gamgee,Hobbit,Guritz,2,14,3,3,0,Cram,Limpë,Point 002414,Boromir, Human,49.07,2414
10/17/2015,2:14:5,Gandalf the Grey,Human,Grishnákh,7,8,3,1,1,Petty-dwarf roots,Miruvor,Point 002415,Boromir, Human,28.95,2415
10/17/2015,4:39:19,Legolas,Elf,Gothmog,3,0,3,0,2,Honey-cake,Miruvor,Point 002416,Boromir, Human,84.89,2416
10/17/2015,10:39:13,Gimli,Dwarf,Shagrat,12,2,3,7,1,Petty-dwarf roots,Miruvor,Point 002417,Boromir, Human,55.07,2417
10/17/2015,7:35:11,Aragorn (Strider),Human,Snaga,9,0,3,0,9,Petty-dwarf roots,Limpë,Point 002418,Boromir, Human,25.89,2418
10/17/2015,18:27:23,Boromir, Human,Guritz,5,9,3,1,0,Petty-dwarf roots,Miruvor,Point 002419,Boromir, Human,29.87,2419
10/17/2015,10:7:22,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,1,0,3,1,6,Cram,Ent-draught,Point 002420,Boromir, Human,49.57,2420
10/17/2015,20:34:52,Peregrin "Pippin" Took,Hobbit,Lugdush,11,1,3,4,7,Honey-cake,Miruvor,Point 002421,Boromir, Human,99.0,2421
10/18/2015,18:1:51,Frodo Baggins,Hobbit,Mauhúr,2,2,2,1,0,Cram,Ent-draught,Point 002422,Gimli,Dwarf,31.79,2422
10/18/2015,20:1:54,Samwise "Sam" Gamgee,Hobbit,Lugdush,7,8,2,8,8,Petty-dwarf roots,Miruvor,Point 002423,Gimli,Dwarf,60.73,2423
10/18/2015,11:21:58,Gandalf the Grey,Human,Sharku,4,10,2,1,1,Lembas,Limpë,Point 002424,Gimli,Dwarf,67.29,2424
10/18/2015,6:10:39,Legolas,Elf,Mauhúr,10,6,2,0,2,Honey-cake,Limpë,Point 002425,Gimli,Dwarf,58.24,2425
10/18/2015,0:44:47,Gimli,Dwarf,Grishnákh,1,10,2,2,2,Cram,Ent-draught,Point 002426,Gimli,Dwarf,75.5,2426
10/18/2015,21:36:51,Aragorn (Strider),Human,Shagrat,9,14,2,2,5,Honey-cake,Miruvor,Point 002427,Gimli,Dwarf,81.38,2427
10/18/2015,2:11:30,Boromir, Human,Shagrat,6,9,2,5,8,Lembas,Ent-draught,Point 002428,Gimli,Dwarf,10.28,2428
10/18/2015,4:41:5,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,9,0,2,7,5,Honey-cake,Limpë,Point 002429,Gimli,Dwarf,56.43,2429
10/18/2015,0:49:53,Peregrin "Pippin" Took,Hobbit,Sharku,11,8,2,0,4,Lembas,Limpë,Point 002430,Gimli,Dwarf,65.74,2430
10/19/2015,18:27:47,Frodo Baggins,Hobbit,Lurtz,1,12,1,4,6,Honey-cake,Limpë,Point 002431,Aragorn (Strider),Human,60.59,2431
10/19/2015,6:48:54,Samwise "Sam" Gamgee,Hobbit,Gorbag,2,14,1,4,0,Petty-dwarf roots,Limpë,Point 002432,Aragorn (Strider),Human,31.89,2432
10/19/2015,6:8:27,Gandalf the Grey,Human,Grishnákh,7,3,1,7,7,Lembas,Ent-draught,Point 002433,Aragorn (Strider),Human,68.66,2433
10/19/2015,0:22:46,Legolas,Elf,Guritz,6,11,1,7,2,Petty-dwarf roots,Miruvor,Point 002434,Aragorn (Strider),Human,66.62,2434
10/19/2015,21:33:37,Gimli,Dwarf,Gothmog,6,8,1,0,4,Honey-cake,Ent-draught,Point 002435,Aragorn (Strider),Human,19.84,2435
10/19/2015,16:50:19,Aragorn (Strider),Human,Guritz,8,11,1,2,8,Honey-cake,Miruvor,Point 002436,Aragorn (Strider),Human,49.0,2436
10/19/2015,5:46:45,Boromir, Human,Lugdush,7,7,1,7,3,Cram,Miruvor,Point 002437,Aragorn (Strider),Human,30.34,2437
10/19/2015,9:0:55,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,12,5,1,4,0,Petty-dwarf roots,Ent-draught,Point 002438,Aragorn (Strider),Human,32.09,2438
10/19/2015,11:40:14,Peregrin "Pippin" Took,Hobbit,Gorbag,5,7,1,7,9,Honey-cake,Miruvor,Point 002439,Aragorn (Strider),Human,24.1,2439
10/20/2015,7:29:44,Frodo Baggins,Hobbit,Mauhúr,4,5,5,8,0,Lembas,Miruvor,Point 002440,Meriadoc "Merry" Brandybuck,Hobbit,62.58,2440
10/20/2015,3:48:18,Samwise "Sam" Gamgee,Hobbit,Lurtz,4,9,5,8,3,Cram,Ent-draught,Point 002441,Meriadoc "Merry" Brandybuck,Hobbit,1.53,2441
10/20/2015,7:21:57,Gandalf the Grey,Human,Mauhúr,5,7,5,0,5,Lembas,Limpë,Point 002442,Meriadoc "Merry" Brandybuck,Hobbit,22.45,2442
10/20/2015,20:46:46,Legolas,Elf,Snaga,3,10,5,2,8,Petty-dwarf roots,Miruvor,Point 002443,Meriadoc "Merry" Brandybuck,Hobbit,90.49,2443
10/20/2015,8:4:44,Gimli,Dwarf,Guritz,12,2,5,4,5,Petty-dwarf roots,Limpë,Point 002444,Meriadoc "Merry" Brandybuck,Hobbit,77.13,2444
10/20/2015,2:30:25,Aragorn (Strider),Human,Snaga,8,8,5,0,7,Lembas,Ent-draught,Point 002445,Meriadoc "Merry" Brandybuck,Hobbit,83.95,2445
10/20/2015,21:28:18,Boromir, Human,Sharku,11,11,5,4,4,Lembas,Ent-draught,Point 002446,Meriadoc "Merry" Brandybuck,Hobbit,58.06,2446
10/20/2015,8:7:22,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,4,2,5,8,3,Cram,Miruvor,Point 002447,Meriadoc "Merry" Brandybuck,Hobbit,25.47,2447
10/20/2015,14:32:10,Peregrin "Pippin" Took,Hobbit,Mauhúr,3,12,5,2,5,Cram,Miruvor,Point 002448,Meriadoc "Merry" Brandybuck,Hobbit,56.03,2448
10/21/2015,22:12:13,Frodo Baggins,Hobbit,Shagrat,6,11,1,5,1,Lembas,Ent-draught,Point 002449,Aragorn (Strider),Human,42.57,2449
10/21/2015,8:30:9,Samwise "Sam" Gamgee,Hobbit,Sharku,0,13,1,3,0,Honey-cake,Limpë,Point 002450,Aragorn (Strider),Human,1.08,2450
10/21/2015,22:1:53,Gandalf the Grey,Human,Murgash,11,11,1,0,8,Honey-cake,Ent-draught,Point 002451,Aragorn (Strider),Human,29.27,2451
10/21/2015,1:12:10,Legolas,Elf,Gothmog,8,9,1,4,4,Petty-dwarf roots,Ent-draught,Point 002452,Aragorn (Strider),Human,12.36,2452
10/21/2015,21:56:5,Gimli,Dwarf,Guritz,0,11,1,1,9,Cram,Limpë,Point 002453,Aragorn (Strider),Human,0.68,2453
